text,id,retweet_count,reply_count,like_count,topic,reception
"We know why! jib jab

https://t.co/li7kDyc2CW",1466130164635549703,0,0,0,,
"Eff OFF. STOP THIS FEAR MONGERINGS AND THREATENING @News24 you are clearly paid as well.
https://t.co/2lRXW3PlZj",1466130158176378892,0,0,0,,
"Judge Orders Pfizer, FDA to Release Documents.",1466130152321077256,0,0,0,,
"This country is so messed up! Four students dead in Michigan, killed by a 15 year old. I thought when those babies died in Connecticut we would have proper gun legislation! And now the vaccines! @POTUS needs to mandate that everyone get properly vaccinated! EVERYONE!",1466130142162526209,1,0,1,,
Working overtime trying to convince everyone that I know to get vaxxed 😪,1466130137104240646,0,0,0,,
"The amount of hypocrisy that comes from a majority of the Republican party astounds me. Very #MyBodyMyChoice about a mask and vaccine, but will not allow women the right to make choices about their body. I just have one thing to say to that 🖕#LetThemChoose",1466130124521287684,0,0,0,,
"What might a more transmissible variant with the same risk profile as Delta do?

This, but even faster.

Unless, of course, we do:
➡️ Mask policies
➡️ Communicate potential danger
➡️ Improve vaccine delivery to low-income work, neighborhoods, & schools

https://t.co/1HxyDFJmgC https://t.co/xJLrPSevZp",1466130110566776840,1,1,6,,
"Do you think they'll have Cameron Mathison doing double duty?
https://t.co/fDH4kDlGwH",1466130109539053571,0,0,0,,
The people who are saying they hope you die from covid because you aren't vaxxed are the same people who put the poison in the alcohol during prohibition.,1466130095152660481,0,0,0,,
Celebrities and ball players fully vaccinated continue to spread COVID.  That is all.,1466130085983916032,0,0,0,,
"The Biden administration is moving to toughen testing requirements for international travelers to the U.S., for both vaccinated and unvaccinated people.  https://t.co/b2QYlEW56j",1466130084922892296,0,0,1,,
CDC: Omicron case was fully vaccinated and has mild symptoms – ForexLive https://t.co/v0rcqMrCKF,1466130083643539459,0,0,0,,
Good to spend some time with the vaccination team at Ravens Court in Bridgend. Doing great work already and gearing up for increasing capacity for more boosters @claregwilliams,1466130079050829831,0,1,1,,
"Eff OFF. STOP THIS FEAR MONGERINGS AND THREATENING AND GANSTERISM @News24 you are clearly paid as well.
https://t.co/2lRXW3PlZj",1466130077884764160,0,0,0,,
"CNBC’s Jim Cramer detailed a strategy for investors to play the rotation that includes buying companies such as UPS, Morgan Stanley, Centene and Johnson & Johnson. 

https://t.co/3igNSAEFFk",1466130077318619138,0,0,0,,
"im getting my covid booster and my flu shots today, do we think i’ll get sick? 👀",1466130075699535872,0,0,0,,
"This COVID-19 data has been gathered the past week (11/24 to 11/30).

🔘 Tests resulted: 405
🔘 Positive tests: 19
🔘 Self-reported cases: 32
🔘 In quarantine: 21
🔘 In isolation: 56
🔘 Employee vaccination: 92.41%
🔘 Student vaccination: 82.15%

➡️ https://t.co/EFRgXMfRHX https://t.co/U7TrJGkSOC",1466130057395585027,0,0,1,,
"#btv #vtpoli I arrived at the #RobertMillerCommunityCenter for my 2:30pm booster shot & was informed that all vax appointments had been cancelled. No call. No text. No reasoning for it. No offer to reschedule. WTAF, @VermontAHS ?",1466130056581992461,0,0,0,,
"Tell White House COVID Czar Jeff Zients: Every day the US fails to stop the #DeltaVariant, more people will die. Do your job, enact the #TRIPSWaiver, get the world vaccinated 💉💪https://t.co/OJehXYnB1Y",1466130056116424727,0,0,0,,
Just got pressed for proof of vaccination at the liquor store lol shit real,1466130055449350145,0,0,0,,
Co-vid mutating from our bodies because of the vaccine. Well this is… surprising.,1466130055126519809,0,0,1,,
"Tragedy: Man, 49, Dies Following 2nd Moderna Shot After Doctors Forced Him to Take Vaccine to Remain on Lung Transplant List https://t.co/0reWP0hZY5",1466130053092290575,1,0,0,,
Biden Is Furious After Trump-Appointed Judge Gives His Unconstitutional Vax Mandate A Death Blow https://t.co/NmKrUiLMv6,1466130051984859139,0,0,0,,
('Don't come if you're not vaccinated') (https://t.co/FekMHL732A) @NZStuff How pathetic is this. Thanks be of the lowest vaccinated areas in NZ. There is no shortage of vaccine,1466130050592350208,0,0,0,,
"TUNE IN AT 11:45: Governor Newsom provides an update on Omicron in California from a vaccine clinic and highlights booster availability for everyone 18+ and efforts to increase vaccination rates.

YT: https://t.co/eG35X67n4L
FB: https://t.co/Ags8rMaR2y
TW: @CAgovernor",1466130050424578048,10,1,12,,
"Jab aap uss ek friend ke balbute pe jee rahe ho aur wo finally tumpe give up kar de....😬🥲
(me dhundhne ko jamane me wafa niklaaaa.. in the background)",1466130045466861576,0,0,1,,
"Walgreens, CVS, Ralphs, and other nearby pharmacies: Sorry, we have no vaccine booster appointments available in the next month.

Local YMCA: There are 150 appointments just tomorrow.",1466130044699299841,0,0,1,,
"Trying to convince anti-vaxxers to vaccinate, then they say “let’s just leave it” it’s because you’ve lost thanks. So get your vaccine 😜🙄",1466130040282914820,0,0,0,,
'There is an argument here that vaccination will expose children to a greater risk than covid. The research data is equivocal on this point and not in any way conclusive of benefit. ' @DrJinRussell https://t.co/qZp2UKKgEE,1466130035434147840,0,0,0,,
Republican obstruction of vaccine mandates is going to kill many Americans. Anyone losing a relative/friend to COVID can thank them for it. The country's adversaries are laughing themselves silly over the level of ignorance here.,1466130033257459725,1,0,1,,
"After refusing to comply with a COVID-19 vaccine mandate, a college advisor and basketball coach was fired by his New York employer and accepted a job in Florida instead. https://t.co/9etJPmQLND",1466130033194504197,0,0,0,,
Japan Travel Ban Updates Sinhala | When Will Japan Open Borders? | Japan Vaccine Quarantine Updates https://t.co/kac25DSmbZ,1466130031856570371,0,0,0,,
"Eff OFF. STOP THIS FEAR MONGERINGS AND THREATENING AND GANSTERISM @News24 you are clearly paid as well.

https://t.co/2lRXW3PlZj",1466130030560428038,0,0,0,,
wow i missed my covid booster appt,1466130028018630657,0,0,0,,
"For our West SJ families, Public Health will be holding a Pfizer Pediatric Immunization (COVID) clinic at Seaside Park, Sat, Dec 4 10am-4pm. The clinic is for 5-11 year-olds and is by appointment only. To book your appointment, please schedule online here: https://t.co/5rmgEBJ8wS",1466130025879642113,3,0,2,,
I thought I couldn't get a replacement vaccination card in time but after hours and hours of digging i saw that I sent my dad a full unobstructed picture of the card. Now I can get into CEO this weekend :). Was really worried but we're good. Focus on the pools now.,1466130025422499844,0,0,1,,
"I’m in a waiting room at Kaiser (medical offices) for my second shingles vaccine shot, and I am hearing way too much about strangers’ lives because they are talking about them, including one old fella who called his dentist and left a message about his cracked molar.",1466130023388119043,0,0,0,,
"‘Toxic Mix’ of Low COVID-19 Vaccination, Testing Rates Recipe for Amplifying Variants, Warns WHO Tedros Adhanom GhebreyesusChief https://t.co/Vnn6UV2YkF",1466130016513703938,0,0,0,,
ICYMI: Governor @GregAbbott_TX explains why he hasn't called a 4th special session to ban vaccine mandates & gives an update on construction of the border wall. #txlege LISTEN: https://t.co/lUvV7GkgqY,1466130015779704839,0,0,0,,
Rates of myo in young men expanding to frightening levels. Under 1/3000 in some studies. IFR of actual C19 falling below influenza for all and always way lower for adolescents. Any restrictions or vaccine mandates are simply criminal authoritarianism. #PrisonForFord,1466130010587205643,0,0,0,,
"NEWS: $ABUS ABUS Stock Alert: The Moderna News That Has Arbutus Biopharma Shares Rocketing Today https://t.co/IgmslLEKWl
    
 #MWN #Stocks @sarahhmostafa_ @AjTrader7 @soccerplayermc  $ABUS $AABB $FIFG $NBRI",1466130009836433414,0,0,0,,
"“why don’t you have your vaccine”

“because i don’t want it”

🤮🤮🤮",1466130009525866500,0,0,0,,
"The Covid vaccine is one of the very few times Americans have turned down free drugs. It's stunning.

(Getting my booster tomorrow afternoon!)",1466130008435535885,0,0,0,,
Undisputed yall gotta keep it real how yall dont go in on Bron for the vaccination stuff anybody else woulda got ruined yall was legit dont be on some ESPN stuff be fair across the board,1466130006204059652,0,0,0,,
"Just read about a group of illnesses that are new post vax rollout.The one, the ladies need to be aware of this winter is;
 Winter Vagina !!! 
My advice ladies get yourself a Muff for your Muff",1466130005365338133,1,0,0,"Medical, side effect, unrelated",
"I used to be a @jimcramer fan.  But not anymore. What 🍆 Get all the vax you want.  Why not lobby for living healthier, exercising, eating lower carb and taking your zink, vita D, quercetin or i ver mec tin?  #fuandyourmandates",1466130001196208138,0,0,0,"Mandates, reaction",
"A person in California who had been vaccinated against COVID-19 became the first in the U.S. to have an identified case of the omicron variant, the White House announced Wednesday. https://t.co/ghNDqsYm7j",1466130000432836612,0,0,0,"News, Variant",
"High demand for the COVID-19 booster shot is causing some Bay Area pharmacies to run out of doses, leading to postponed or even canceled appointments. https://t.co/kxDLtBYX4T https://t.co/ZfW5PnQPVn",1466129998947962882,0,0,0,"News, booster, distrib",
what a buzz the second vaccine,1466129993566724110,0,0,0,Unknown,
So proud of my 2 girls today!!!!!! Vaccinated!!! #girldad #prouddad https://t.co/PXbh9iCAsF,1466129993495371779,0,0,3,"protected, kids",
Been blessed to not be vaccinated and never had covid this  entire pandemic #ForeverGrateful,1466129985664598026,0,1,0,unprotected,
Dr. Anthony Fauci said that the first person in the U.S. with an identified case of the omicron variant was a traveler who returned from Africa. Fauci said the person was vaccinated but had not received a booster shot and was experiencing “mild symptoms.” https://t.co/ffqEAg5hQW https://t.co/r7BX6JIGkz,1466129984796471296,1,2,1,"News, variant",
"Vaccinating your children for #COVID19 protects other family members, helps them avoid serious illness even if they do get COVID-19, and keeps them in school and participating in their activities. Here's everything you need to know. https://t.co/tFmzXiLjIj #parenting",1466129983651340292,0,0,0,"News, kids",
Marcus Lamb featured anti-vaxxers and unproven alternative treatments on his channels. He was 64 https://t.co/oHbDFMWqOd,1466129983236100108,8,7,17,"News, unprotected, death",
Video: Some Swedes Are Getting Vaccine Passports On IMPLANTABLE MICROCHIPS - https://t.co/RnYd6OdL3t,1466129981659127818,0,0,0,"Reaction, conspiracy, news",
"BREAKING NEWS: Ballad Health CEO Alan Levine made the announcement after a national COVID-19 vaccine mandate for thousands of health care workers was put on hold by a federal judge.
https://t.co/DACzbWmJ17",1466129981541597190,0,0,0,"News, mandate",
"Settlement Announcement: @DOJgov Secures #ADA Agreement with Hy-Vee Supermarket Chain to Ensure Access to Online #COVID-19 Vaccination Information and Scheduling

Learn more about this settlement here: https://t.co/lsiisIgw7R",1466129981357101065,0,0,0,"News, distrib",
"Vaccines are the best way to protect yourself, friends and family from winter viruses so you can enjoy the festive season. https://t.co/G6boxBbCgZ https://t.co/OMeMw9V1E3",1466129980744683520,1,0,0,"News, protected",
Both Philips and Johnson & Johnson have been named in several dozen legal actions due to a dangerous product that injured consumers. One reason attorneys file legal actions in these situations is to ensure that victims have their day in court. Why : https://t.co/QN2O5eusWo https://t.co/Mcr3TshDGu,1466129978899193863,0,0,0,"News, unrelated, conspiracy",
.@PressSec And there she goes spinning another LIE! Are you the LAST person in the world to know #Trump NEVER sugg to inj yourself w/bleach! LIE LIE ! And.@POTUS wouldn't HAVE A VACCINE without Trump!! I would say he did more than #Biden .@seanhannity .@FoxNews .@pdoocy https://t.co/MkoI6oCFvN,1466129977863065601,0,0,1,"Reaction, conspiracy",
"Austin said those Guard members who are not allowed to participate in drills due to their refusal to be vaccinated will not be paid by the Defense Department. They will not receive credit that would count toward retirement.

https://t.co/WMvauQoNqZ",1466129977229856772,0,0,0,"News, mandate",
"All contacts of suspected Omicron cases must self-isolate for 10 days, even if fully vaccinated or under 18. 

You will be contacted by NHS Test and Trace.

#testandtrace https://t.co/nFDT8LyS9S",1466129975753412612,0,0,0,"News, variant",
"If you're over age 50, please talk to your doctor about the Shingrix vaccine. It could prevent a painful rash known as Shingles. 
Learn more: https://t.co/pKVOUug34n #shingles #VaccinesWork https://t.co/bF6Ro5Bjub",1466129975640215559,0,0,0,Unrelated,
"Death threats, mock hangings and a used condom: Anti-vaxxers target Australian politicians https://t.co/Pv2XL7fhpK",1466129971261452297,0,0,0,"News, antivax",
bro wear a fucking mask or get vaccinated pls,1466129969566863366,0,0,0,Protected,
I hope America will soon figure out that COVID and all the inconveniences and threat to our wellbeing it places on us will become a permanent part of our lives unless everyone gets vaccinated.,1466129965804666880,0,0,5,"Protected, protect society",
"Another nice interview with @VirusesImmunity, this time on, among other things, mucosal immunity https://t.co/cxkbu4ZE5y. #SARSCoV2 #COVID19 #vaccines

(featuring not only my photos, but also a barking dog :))",1466129963904647183,0,0,0,Science,
When you just got the Covid Booster shot a few days ago and now the Omicron is on the loose..... https://t.co/xrYKTOhpRW,1466129958582030336,1,1,1,"Booster, variant",
"Did they force the vaccination on me? Yes. After now having it would I have got it without force, probably yes.",1466129955838853122,0,0,0,Protected,
"FUCK OFF. STOP THIS FEAR MONGERINGS AND THREATENING AND GANSTERISM @News24 you are clearly paid as well.

https://t.co/2lRXW3PlZj",1466129953985110016,0,0,0,"Conspiracy, reaction",
"This is so wrong at so many levels … PAYING people unemployment $ who quit their job because they won’t get #COVID19 vaccinated. 

This is our DAM taxpayer $ that @GovRonDeSantis is wasting! He is beyond contempt. This is a tax hike for all Floridians! https://t.co/La8JDgYig5",1466129946917679104,0,0,0,"Mandate, reaction",
„University of Cape Town (UCT) Council: Petition Against UCT Senate Mandatory Vaccination Requirements” - Jetzt unterschreiben! https://t.co/WivvVkx7mo via @Change,1466129943813836803,0,0,0,"News, mandate",
Significant blow dealt to White House as more legal challenges pile up. https://t.co/KPB2QLHUbn @Gradysgrandson @AnitaStaver @chawawazmom @lyndied1 @patriot_state @ly61357484 @Truth_Thunder @HawleysJadefav @WhiteDaisyLove2 @queenmumqueenD @Murphs51 @MarchForTruth30 @AmericanR_HHG,1466129943700680711,3,0,3,"News, mandate",
Got my booster jab today.... https://t.co/0G5pjUdZts,1466129940013801474,0,0,1,"Protected, booster",
FDA documents: 1:37 adverse reactions to the vaccine is death!,1466129938830925824,0,0,0,"Conspiracy, side effect, death",
"Republicans are an imminent  danger to the Republic and an enemy of the People. Look at this ragtag group of sex swingers and high school dropouts. 

A group of Republicans could briefly shut down the government over vaccine mandates - BuzzFeed News https://t.co/iDlZHf0w9n",1466129938818355200,0,0,0,"Reaction, news",
Can I just get my vaccine pass printed on a t-shirt?,1466129936490524672,0,0,0,Mandate,
My cousin had his Booster shot today and then tested positive for covid. Now you wonder why they didn't wait for test results before giving him nxa,1466129930077585408,0,0,0,"Booster, protected, kids",
"Breaking: #Omnicron in California⬇️
https://t.co/wiCaouqqAe
“..what’s happening now is another example of why it’s important for people to get vaccinated. But also boosting. Boosting is very important.” - #Fauci 

cc: @DrSujanaENT @marinakurian @julialweeks",1466129929557487626,0,0,0,"variant, news, booster",
⚠️ The person is self-quarantining and close contacts have tested negative for the virus so far. The person was fully vaccinated. | #Trinidad #Tobago #TrinidadandTobago #Trini #Trinbago #Caribbean #CaribbeanNews #Youthere1 #Omicron #OmicronVariant https://t.co/SJWOi5GKBD,1466129929020620813,0,0,0,"news, variant",
You will never vax me alive.....,1466129926256578567,1,5,30,reaction,
"Tru-news segment t=1hr 5m,, NATO signalling retaliation against Russian,, who is reacting to US cooperation with Ukraine.
Russia asked to join NATO years ago & it was rejected by US.
Before WWII allied powers did same to Hitler, who sought de-escalation.
https://t.co/vo6ejXBsCD",1466129924629024770,0,0,0,"history, conspiracy, news, unrelated",
"SECDEF's memo reinforcing the COVID-19 vaccination mandate's application to members of the National Guard, regardless of duty status: https://t.co/2o3Gxi3Tpi",1466129921927962628,1,0,1,"mandate, news",
Omicron is now in the US. Make sure to get vaccinated! https://t.co/k1KScNrsVk,1466129921483309061,0,0,0,"variant, protected, news",
"Cases in Italy are skyrocketing again even with mask mandates, vaccine passports, and 88%+ of adults at least partially vaccinated

Cases are up 383% since 10/15, but the good news is that not one politician will admit that their policies have completely & utterly failed https://t.co/toEKgRInmp",1466129914436804615,15,3,60,"mandate, reaction, cases",
Did Someone Break CNBC’s Jim Cramer? Host Calls for Military-Run Universal Vax Mandate | Newsbusters https://t.co/WzzrUhoZZL,1466129913719582721,1,0,1,"mandate, news",
"Not only should all passengers coming to the U.S. have to have a negative #COVID19 test w/in 24 hours of  boarding the plane & be retested in U.S., but everyone traveling on planes, trains & buses in the U.S. should have to be fully vaccinated. Get #vaccinated & get #Boosted. 🇺🇸",1466129906832531457,0,0,0,"mandate, opinion",
"It's also #WellnessWednesdsay and today we're talking about covid health tips!
1.Wash your hands often with soap and water
2.Wear your mask in public
3.Get vaccinated or get your booster if eligible
4.Cover your cough/sneeze
5.Maintain social distance
6.Stay home if you are sick",1466129904014086150,0,0,0,protected,
A group of Republicans could briefly shut down the government over vaccine mandates - BuzzFeed News https://t.co/ut1QZrNZqK,1466129903057784840,1,0,1,"news, mandate",
On days like today is yet again why I vote Libertarian.  Democrats can’t use the argument for abortions via the right of body autonomy and then demand everyone be vaccinated.  Republicans can’t try to ban abortions and then freak out about vaccine mandates.,1466129900654501900,0,1,1,"reaction, party politics, mandate",
"Vaccination buses, complete with masked cartoon characters, arriving at schools to inject children with the experimental covid shot!

Evil in disguise! https://t.co/WL1BsV6QGP",1466129900402794506,0,0,0,"Conspiracy, news, kids",
Dr. Roach: Natural COVID immunity does not outshine vaccination benefits https://t.co/0SHtJLDDvP,1466129896904826887,1,5,4,,
MyChart has a new feature that allows you to share your COVID-19 vaccine and test results right from your phone! Learn how to set up this feature here: https://t.co/Ifrqf3W92w,1466129893243199490,0,0,0,"news, results",
It Begins. Austria and Greece to Fine Citizens Who Refuse to Get Vaccinated https://t.co/Hkz5uZzZsh via @getongab,1466129887727538179,0,0,0,"mandate, news",
"Launch of second phase of Corona ""Reach Every Door Vaccination"" campaign across Punjab: During the second phase, more than 20 million citizens will be vaccinated with Corona. 
 #PunjabHealthReforms https://t.co/vWiNInMSAo",1466129885592797192,0,0,0,"booster, news",
Republicans Threaten Government Shutdown Over Vaccine Mandates https://t.co/ikK3CvJkZ5,1466129884611284999,0,0,0,"news, mandate",
"We've shared this graphic before but it's worth sharing again. Now more than ever, esp. as we head into a busy holiday travel ✈️ 🚗 season, a covid vaccine is your best bet against the virus. Even better? They're safe, effective & free! Visit https://t.co/1qnUhSHG4m to lean more. https://t.co/GJaWbPZoF9",1466129881666887689,0,0,0,protected,
Moderna's CEO Says Current COVID-19 Vaccines Likely To Be Less Effective Against Omicron https://t.co/DpFH5X5drl https://t.co/E24j1UgrIC,1466129873131343872,0,0,0,"variant, news",
Anti-vaccine Christian broadcaster Marcus Lamb dies at 64 after contracting Covid https://t.co/MvDmbdkd5t via @Yahoo,1466129870728146960,0,0,1,"death, news",
"Protect yourself and everyone around you. 😷

Get vaccinated or your booster today!
Visit https://t.co/48QYMN7HsX or call 1-833-422-4255 to schedule your appointment today! ☎

Omicron variant detected in California!
Read more here:
https://t.co/ZHrLsK1Unx",1466129870706995201,1,0,0,protected,
So many things to distract from Ghislane Maxwell's trial....the Moronic....error Omnicron variant...President Bungles travels to MN...the Supreme Court & Roe...just don't ask no stinking questions about the 💉.....just comply or die! #FearFactor2021,1466129868912013320,1,0,0,"variant, news, conspiracy, death",
First confirmed U.S. case of #Omicron variant detected in #California for fully vaccinated traveler  https://t.co/LtYvBsFzbL via @Yahoo,1466129865493520384,0,0,0,"variant, news, travel",
Zimbabwe imposes 14-day quarantine for all travellers and limits venues to vaccinated https://t.co/rVCh0c8yPb via @BusinessLiveSA,1466129861559439383,0,0,0,"variant, travel, news",
What a mess. Why can't people just do one simple unselfish thing? Imagine if 'they' had to contend with mandatory vaccination or passports?!  https://t.co/Vd7DS6lSbr,1466129858069766154,0,0,1,"conspiracy, reaction, mandate",
We must decide to make Africa a center of excellence for manufacturing for the world and not just Africa - Dr. Githinji Gitahi – Group CEO AMREF Health Africa – on vaccine manufacturing #JKLive https://t.co/GTWaEn1NXl,1466129854844358662,4,0,11,,
"From a purely life risk management perspective the risk of death from birthing a baby is much higher than the risk of dying from the Covid vaccine.  But here we are. It's not about logic, is it?",1466129853531439105,0,0,2,,
"Why are Vaccinated people catching Covid, and this new Omicron variant?

Why did the CDC just announce that Unvaccinated people that develop Covid antibodies don't spread it?

WHY IS EVERYBODY LYING TO US? https://t.co/nNkMUPrda2",1466129851379863557,36,2,57,,
"Lock down all the vaccinated people. 
No more restaurants, movies, concerts, work, or school. Y’all are super spreaders. 😜 #omniCrON",1466129848489762817,0,0,0,,
"I got my COVID booster shot. 

Also, what a “booster” to my mood! While giving my shot, the nurse said I smell really nice!!! :) https://t.co/hO8N3wEhPZ",1466129848120737797,0,0,0,,
"Behind every maskless actor or talent on the screen is a crew who is masked, vaxxed, and tested. It takes a lot of responsibility to keep up with an imaginary world without COVID.",1466129840248168451,0,0,1,,
If the COVID-19 Vaccine works then why does @KingJames have to be tested at all and quarantine?,1466129838943653892,0,0,0,,
"In Gibraltar, 100% of adults are fully vaccinated against Covid-19 and yet new cases are exploding

VAX = VARIANT       

https://t.co/dMXXLVJnWD",1466129833629528068,0,0,0,,
Pfizer CEO Reveals His Business Plan: 'Most Likely Scenario' is Annual Revaccination Against Covid https://t.co/XDHvUB05Hj,1466129829074456577,0,0,0,,
"I’m so sick of the word vaccine. Covid. All of it. Now they’re doing this. They’re literally never going to stop with the fear.  

https://t.co/t1MGADnknV",1466129828365713415,0,0,0,,
"Watching Parliament Hill Question Period is harmful to one’s sanity. Trudeau asked by Jagmeet Singh why he hasn’t made sure that every country in the world is 100% vaccinated.  Go home, all of you!",1466129822548172805,0,0,0,,
"To the vaccinated people following me, what's the status of your booster shot? It sounds like it's time to get that done if you haven't been paying attention! (If you're not vaccinated, choose the 4th option of course)",1466129813320646657,0,3,1,,
Fully vaccinated 22 year-old North Carolina A&T volleyball player dies https://t.co/NjtOApO7Up,1466129800800706574,5,0,2,,
"God's will I guess

https://t.co/1euPxBRXt0",1466129795247452163,0,0,0,,
House Freedom Caucus asks McConnell to force government shutdown over Biden's vaccine mandate https://t.co/t1owJJo3Og #FoxNews,1466129795197157380,0,1,0,,
Thanks Pfizer 🥰 https://t.co/1wM7jCpa5k,1466129792126926850,0,0,2,,
Markets have been boosted on positive anecdotes around the new COVID strain. NAB’s David de Garis says there’s a bucket of news helping give the markets a glass half full view of where we are. It’s hard to keep the stock markets down. https://t.co/xuuERvyD7d https://t.co/kql87EfmEz,1466129792089174029,0,0,0,,
"Attached is a picture of a text my work phone receives for a vaccination appointment for a Joan in Conwy, Wales I assume. She must have put my work mobile by accident.  

Can we get this to her? Please RT, share etc. 

#covid #nhs #conwy #wales #kinmelbay https://t.co/r84K87XZEE",1466129788867952647,0,0,0,,
"Why would anyone that took the #COVID19 #clotshot give a shit about the unvaxxed🧐… Vaccinated spread it more, get it more. I think the are just mad at themselves for getting it and want the rest to suffer there stupidity with them🙄 …https://t.co/20a6FgsOQh",1466129786112258048,0,0,0,,
"Kavanaugh delivered 'haymakers' to pro-choice side: Turley https://t.co/OoJCvoYUmO via @YouTube

Birth Control is a pill.

Biden thinks he can make us take the jab

and is willing to murder babies, instead of education and the pill.

Biden does not care about women and children",1466129785311039489,0,0,0,,
"I am Moderna boosted! 
Shingles vaccine before Xmas😉",1466129785000579072,0,0,2,,
"Republican Nancy Mace Caught Delivering Different Vaccine Messages To CNN, Fox News https://t.co/ajGUiYrW8p #internationalnews #news #worldnews https://t.co/qcA0oAHUO6",1466129781817151489,0,0,0,,
#pandemic Anti-vaxxer who refused to get vaccinated because it's not vegan has died https://t.co/kiiAwaV7Cn,1466129778117791744,1,1,3,,
"To all out there,  medical exemption from jab that is working frequently is…
Based on analysis of risks and benefits of the Covid injection vs Covid infection, my patient is medically exempt from the injection.",1466129776490561541,4,1,9,,
INJECT THAT SANCHEZ AND BRIGHTON CLEANSHEET WIPEOUT!!!!!!💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉,1466129769603354625,0,0,0,,
Oklahoma Guard Paychecks Under Threat as Vaccine Battle with Pentagon Escalates. https://t.co/kt0RQwI3YQ,1466129765673451521,0,0,0,,
75% of Sacramento City Unified's students miss vaccination deadline https://t.co/gO8fmmYIKt via @edsource,1466129758823976964,0,0,0,,
Cue: exploitation by Flynn & Trump. https://t.co/HakuWIBVes,1466129758224359437,0,0,1,,
WATCH LIVE: San Francisco officials provide an update on the omicron variant of the coronavirus after the first case in the U.S. was detected among a resident who was fully vaccinated. https://t.co/y2Fqc7cLFd,1466129755703492610,0,2,0,,
WHY TF ARE YALL SELLING FAKE VACCINATION CARDS. I’m so tired of y’all,1466129755057664003,0,0,0,,
"Legal Clinic attorney Delaney Barr gets her COVID Booster, flu shot next ✔️✔️join us at Stonewall until 5 and get yours, virtual programming until 9, don’t miss out. https://t.co/j8wQ5Gb1CW https://t.co/CuW5JSU4kt",1466129752524218382,0,0,1,,
"FDA Asks Federal Judge to Grant it Until the Year 2076 to Fully Release Pfizer’s COVID-19 Vaccine Data, by @AaronSiriSG https://t.co/kVcFXtTUTi",1466129751677018112,0,0,0,,
Did I read that correctly? Omicron has been detected in California by someone that was fully vaccinated? So why is something that isn’t very effective still being mandated?,1466129751001772035,0,0,0,,
"First release of 30+ pages on AE including death
1227 deaths by February 2021 reported.
These are Pfizer and FDA documents: 👇
https://t.co/b4KrHEgAkz
Credit: @iGNORANTCHiMP",1466129748308987905,0,0,0,,
"A little shout-out to the anti-vaxholes about to descend on the poor retailers and shoppers at Halifax Shopping Centre Friday night. 

https://t.co/bYar7iqb3C",1466129747688235012,0,0,0,,
"My niece, fully vaxxed RN, has Covid. Please pray or generate positive thoughts that her three adorable boys will be spared. Two are too young and one is turning 5 tomorrow. The eldest is nearly 7 she was going to take them next week. Baby is 10 mos old.",1466129733729406977,0,0,0,,
"Every time I turn on the box, all I hear is ""get the ""jab, ""get the booster"", ""wear a mask"", ""you're a twat if you don't"" etc.... Solution? Turn off the box, arrrgh 🤗",1466129732819374087,1,2,5,,
Great news! #MedTwitter  https://t.co/tDGYqhGvjg,1466129729996705797,0,0,0,,
"UK. 100.160 COVID-19 cases. 89.821 occurred among the fully vaccinated (89.7%), 3.395 among the unvaccinated (3.4%) One week before, the COVID-19 case rate per 100.000 was higher among the subgroup of the vaccinated compared to the unvaccinated
 https://t.co/1i7bFJYAY0",1466129729094926348,0,0,1,,
So many people i know are getting Covid-19 guys ayibo. This 4th wave is real yaz. Get Vaccinated guys.,1466129728562208768,0,0,0,,
"If you're vaccinated -- please go home IMMEDIATELY and lock yourself in there until Omicron passes.

Omicron only attacks vaccinated people, based on data to date.",1466129728180523012,2,0,6,,
"hey guys, go get vaccinated so we can watch games at the stadium again 😩😩😩",1466129719309516801,0,1,1,,
This vaccine video may have been more helpful at 50% rather than 90%,1466129718730575873,0,0,0,,
"Here are the facts..
1. There are NO tests for coronavirus variants so the news regarding an individual from California who traveled from South Africa to the USA having the variant is false without proof
2. the individual has had mild symptoms 
3. the individual was vaccinated",1466129716906237966,0,2,0,,
"Folks, I would advise you to read the Nuremberg Code before telling me that it's relevant to mask and vaccine mandates. Please. Just once.",1466129708110606337,0,0,1,,
So sick of the government tellling how to not be sick. We’re all going nuts. How bout our mental health? THEY are making us sick er. Every day the vax. Omg. Stop already. Let us chose the way we live. Hysteria around the world already. Always will be one more. Leave us alone. Plz,1466129695599173634,0,0,0,,
"It Begins: Biden to Announce Mandatory Quarantines for Americans, Even Fully Vaxxed, Punishable by “Fines and Penalties” - Activist Post https://t.co/kJzceXtJR5",1466129690146623488,0,0,0,,
So no one wants to talk about how the White House keeps saying that getting the #vaccine will help stop the spread knowing that the vaccine doesn’t prevent you from getting or spreading the virus? Fully vaccinated and “boosted” people are contracting/spreading it. Even dying.,1466129689270005771,0,0,0,,
"only here in the STUPID COUNTRY would a report of a case of Omicron in a ""vaccinated (who knows how long ago) but not boosted individual with MILD SYMPTOMS, now recovering"" be a reason to NOT get vaccinated!",1466129689018261507,0,0,1,,
Coroner investigating man's death 12 days after vaccine https://t.co/AyHRAseHOj #SmartNews,1466129683817578496,0,0,0,,
